"Gene_ID","Module"
"gene-LOC140681399|LOC140681399","yellow"
"gene-LOC100220872|LOC100220872","yellow"
"gene-LOC115493087|LOC115493087","red"
"gene-LOC116807443|LOC116807443","black"
"gene-LOC100225145|LOC100225145","tan"
"gene-LOC115493093|LOC115493093","plum2"
"gene-LOC140681404|LOC140681404","yellow"
"gene-LOC115492499|LOC115492499","yellow"
"gene-LOC100224616|LOC100224616","pink"
"gene-PGLYRP2|PGLYRP2","lightgreen"
"gene-LOC115493074|LOC115493074","purple"
"gene-LOC115493103|LOC115493103","red"
"gene-LOC140681393|LOC140681393","saddlebrown"
"gene-LOC140680255|LOC140680255","plum2"
"gene-LOC115493101|LOC115493101","red"
"gene-FLOT1|FLOT1","purple"
"gene-LOC140681391|LOC140681391","green"
"gene-LOC100231469|LOC100231469","green"
"gene-LOC140681396|LOC140681396","darkorange"
"gene-LOC140681397|LOC140681397","darkorange"
"gene-TUBB|TUBB","brown"
"gene-LOC115493068|LOC115493068","darkmagenta"
"gene-LOC115493088|LOC115493088","yellow"
"gene-KIFC1|KIFC1","green"
"gene-LOC115493118|LOC115493118","yellow"
"gene-SYNGAP1|SYNGAP1","yellow"
"gene-LOC115493107|LOC115493107","palevioletred3"
"gene-LOC121468699|LOC121468699","lightgreen"
"gene-LOC121468673|LOC121468673","green"
"gene-LOC115493070|LOC115493070","black"
"gene-LOC115493072|LOC115493072","salmon"
"gene-LOC115493094|LOC115493094","blue"
"gene-LOC140681392|LOC140681392","green"
"gene-LOC115493119|LOC115493119","blue"
"gene-LOC121468677|LOC121468677","grey"
"gene-LOC101233827|LOC101233827","magenta"
"gene-LOC121468687|LOC121468687","yellow"
"gene-TAPBP|TAPBP","midnightblue"
"gene-LOC100220454|LOC100220454","red"
"gene-LOC140681501|LOC140681501","blue"
"gene-LOC140681479|LOC140681479","red"
"gene-TOX4|TOX4","yellow"
"gene-METTL3|METTL3","darkorange2"
"gene-LOC115493062|LOC115493062","thistle1"
"gene-PNP|PNP","lightgreen"
"gene-PIP4P1|PIP4P1","yellow"
"gene-APEX1|APEX1","blue"
"gene-OSGEP|OSGEP","grey"
"gene-TTC5|TTC5","black"
"gene-HNRNPC|HNRNPC","black"
"gene-SUPT16H|SUPT16H","darkorange2"
"gene-CHD8|CHD8","darkorange2"
"gene-LOC140681469|LOC140681469","darkturquoise"
"gene-LOC115493017|LOC115493017","lavenderblush3"
"gene-LOC121468771|LOC121468771","magenta"
"gene-LOC121468772|LOC121468772","darkgreen"
"gene-LOC140681499|LOC140681499","white"
"gene-DCAF11|DCAF11","yellow"
"gene-LOC121468794|LOC121468794","steelblue"
"gene-PABPN1|PABPN1","black"
"gene-ACIN1|ACIN1","black"
"gene-NGDN|NGDN","magenta"
"gene-PSMB5|PSMB5","magenta"
"gene-LOC121468796|LOC121468796","lightcyan"
"gene-REC8|REC8","green"
"gene-PRMT5|PRMT5","mediumpurple3"
"gene-OXA1L|OXA1L","turquoise"
"gene-RBM23|RBM23","paleturquoise"
"gene-LOC140681503|LOC140681503","lightyellow"
"gene-HAUS4|HAUS4","black"
"gene-MMP14|MMP14","steelblue"
"gene-LOC121468784|LOC121468784","brown"
"gene-LOC121468786|LOC121468786","darkmagenta"
"gene-LOC140681471|LOC140681471","darkturquoise"
"gene-IPO4|IPO4","lightyellow"
"gene-LOC121468783|LOC121468783","blue"
"gene-TGM1|TGM1","mediumpurple3"
"gene-RABGGTA|RABGGTA","lightyellow"
"gene-LOC140681472|LOC140681472","turquoise"
"gene-LOC101233579|LOC101233579","paleturquoise"
"gene-LOC116807533|LOC116807533","cyan"
"gene-LOC121468988|LOC121468988","darkolivegreen"
"gene-LOC140681433|LOC140681433","cyan"
"gene-LOC140681434|LOC140681434","white"
"gene-LOC105759916|LOC105759916","cyan"
"gene-LOC140681480|LOC140681480","cyan"
"gene-LOC140681496|LOC140681496","blue"
"gene-LOC140681497|LOC140681497","lightcyan"
"gene-LOC140681498|LOC140681498","yellow"
"gene-LOC140681481|LOC140681481","paleturquoise"
"gene-LOC140681492|LOC140681492","yellow"
"gene-LOC140681477|LOC140681477","lightcyan"
"gene-LOC121468831|LOC121468831","blue"
"gene-FLT3LG|FLT3LG","green"
"gene-BAX|BAX","darkorange"
"gene-CD37|CD37","green"
"gene-KASH5|KASH5","darkorange"
"gene-ALDH16A1|ALDH16A1","white"
"gene-PIH1D1|PIH1D1","magenta"
"gene-SLC17A7|SLC17A7","salmon4"
"gene-RPL13A|RPL13A","magenta"
"gene-DHDH|DHDH","black"
"gene-BCAT2|BCAT2","darkgreen"
"gene-RASIP1|RASIP1","steelblue"
"gene-IZUMO1|IZUMO1","greenyellow"
"gene-ISOC2|ISOC2","magenta"
"gene-SHISA7|SHISA7","ivory"
"gene-UBE2S|UBE2S","turquoise"
"gene-RCVRN|RCVRN","blue"
"gene-RPL18|RPL18","magenta"
"gene-DBP|DBP","lightsteelblue1"
"gene-ZNF865|ZNF865","grey"
"gene-U2AF2|U2AF2","yellowgreen"
"gene-LENG8|LENG8","yellow"
"gene-PPP1R12C|PPP1R12C","black"
"gene-TNNT1|TNNT1","yellow"
"gene-KMT5C|KMT5C","grey"
"gene-HSPBP1|HSPBP1","sienna3"
"gene-TNNI3|TNNI3","lightcyan"
"gene-LOC121468874|LOC121468874","lightyellow"
"gene-PRMT1|PRMT1","turquoise"
"gene-LOC115491844|LOC115491844","purple"
"gene-LOC115491548|LOC115491548","grey"
"gene-RPS9|RPS9","magenta"
"gene-LOC121468880|LOC121468880","blue"
"gene-CYTH2|CYTH2","grey"
"gene-PRKCG|PRKCG","grey"
"gene-LOC121468872|LOC121468872","darkgreen"
"gene-LOC121468871|LOC121468871","blue"
"gene-NDUFA3|NDUFA3","magenta"
"gene-TFPT|TFPT","magenta"
"gene-LOC121468851|LOC121468851","blue"
"gene-PRPF31|PRPF31","yellow"
"gene-CNOT3|CNOT3","thistle2"
"gene-LENG1|LENG1","royalblue"
"gene-MBOAT7|MBOAT7","lavenderblush3"
"gene-TSEN34|TSEN34","magenta"
"gene-GRWD1|GRWD1","grey"
"gene-RPL28|RPL28","magenta"
"gene-FUZ|FUZ","bisque4"
"gene-MED25|MED25","green"
"gene-LOC121468853|LOC121468853","green"
"gene-LOC115491814|LOC115491814","pink"
"gene-LOC115491543|LOC115491543","navajowhite2"
"gene-LOC115491734|LOC115491734","red"
"gene-LOC121468878|LOC121468878","salmon"
"gene-GYS1|GYS1","purple"
"gene-PNKP|PNKP","lightcyan1"
"gene-RUVBL2|RUVBL2","paleturquoise"
"gene-LIN7B|LIN7B","yellowgreen"
"gene-SNRNP70|SNRNP70","black"
"gene-LOC140681601|LOC140681601","grey"
"gene-LOC140681600|LOC140681600","darkorange2"
"gene-JOSD2|JOSD2","darkgrey"
"gene-LOC115491738|LOC115491738","purple"
"gene-LOC121468820|LOC121468820","darkmagenta"
"gene-LOC115491524|LOC115491524","green"
"gene-LOC140681615|LOC140681615","darkorange"
"gene-MYBPC2|MYBPC2","plum2"
"gene-LOC121468800|LOC121468800","darkorange"
"gene-LOC121468802|LOC121468802","purple"
"gene-LRRC4B|LRRC4B","turquoise"
"gene-PPFIA3|PPFIA3","royalblue"
"gene-SCAF1|SCAF1","darkorange"
"gene-PRR12|PRR12","darkturquoise"
"gene-NOSIP|NOSIP","sienna3"
"gene-AKT1S1|AKT1S1","mediumpurple3"
"gene-SHANK1|SHANK1","blue"
"gene-LOC121468803|LOC121468803","salmon"
"gene-SYT3|SYT3","grey"
"gene-ASPDH|ASPDH","magenta"
"gene-SLC27A5|SLC27A5","magenta"
"gene-TRIM28|TRIM28","yellow"
"gene-LOC115491788|LOC115491788","magenta"
"gene-ZBTB45|ZBTB45","grey"
"gene-UBE2M|UBE2M","turquoise"
"gene-CHMP2A|CHMP2A","lightpink4"
"gene-LOC115491769|LOC115491769","grey"
"gene-LOC115491526|LOC115491526","green"
"gene-LOC140681544|LOC140681544","skyblue"
"gene-LOC140681585|LOC140681585","purple"
"gene-LOC140681545|LOC140681545","bisque4"
"gene-LOC140681618|LOC140681618","bisque4"
"gene-LOC101233471|LOC101233471","thistle2"
"gene-LOC140681508|LOC140681508","bisque4"
"gene-LOC140681511|LOC140681511","navajowhite2"
"gene-LOC140681514|LOC140681514","bisque4"
"gene-LOC116807532|LOC116807532","turquoise"
"gene-LOC100222056|LOC100222056","darkolivegreen"
"gene-LOC140681580|LOC140681580","bisque4"
"gene-LOC140681522|LOC140681522","bisque4"
"gene-LOC116807614|LOC116807614","royalblue"
"gene-LOC140681570|LOC140681570","darkorange2"
"gene-LOC140681525|LOC140681525","green"
"gene-LOC140681567|LOC140681567","darkolivegreen"
"gene-LOC140681577|LOC140681577","darkorange2"
"gene-LOC140681597|LOC140681597","plum2"
"gene-LOC140681581|LOC140681581","grey"
"gene-LOC116806707|LOC116806707","bisque4"
"gene-LOC116807036|LOC116807036","bisque4"
"gene-LOC140681579|LOC140681579","orange"
"gene-LOC140681553|LOC140681553","bisque4"
"gene-LOC140681558|LOC140681558","bisque4"
"gene-LOC140681563|LOC140681563","red"
"gene-LOC140681562|LOC140681562","red"
"gene-LOC140681565|LOC140681565","lightcyan"
"gene-LOC140681636|LOC140681636","violet"
"gene-LOC121469083|LOC121469083","blue"
"gene-LOC140681661|LOC140681661","lightyellow"
"gene-LOC121469080|LOC121469080","violet"
"gene-LOC121469087|LOC121469087","blue"
"gene-LOC140681655|LOC140681655","lightyellow"
"gene-LOC115492525|LOC115492525","darkslateblue"
"gene-NOP10|NOP10","magenta"
"gene-LOC101233511|LOC101233511","navajowhite2"
"gene-LOC140681608|LOC140681608","white"
"gene-LOC116807118|LOC116807118","skyblue"
"gene-LOC140681536|LOC140681536","lightcyan"
"gene-LOC140681537|LOC140681537","grey"
"gene-LOC140681564|LOC140681564","plum1"
"gene-LOC140681566|LOC140681566","grey"
"gene-LOC140681609|LOC140681609","yellow"
"gene-LOC140681506|LOC140681506","plum2"
"gene-LOC100226943|LOC100226943","lightcyan"
"gene-LOC140680250|LOC140680250","lightcyan"
"gene-LOC140681598|LOC140681598","lightyellow"
"gene-LOC140681599|LOC140681599","violet"
"gene-LOC140681605|LOC140681605","purple"
"gene-LOC140681695|LOC140681695","grey60"
"gene-LOC140681755|LOC140681755","orangered4"
"gene-LOC140681757|LOC140681757","darkorange"
"gene-LOC140681756|LOC140681756","blue"
"gene-LOC140681748|LOC140681748","steelblue"
"gene-LOC140681744|LOC140681744","purple"
"gene-LOC140681743|LOC140681743","lightsteelblue1"
"gene-LOC140682029|LOC140682029","blue"
"gene-LOC140682027|LOC140682027","darkorange"
"gene-LOC140681870|LOC140681870","salmon"
"gene-LOC140681742|LOC140681742","lightsteelblue1"
"gene-LOC140682028|LOC140682028","lightsteelblue1"
"gene-LOC140681735|LOC140681735","lightsteelblue1"
"gene-LOC140681734|LOC140681734","lightsteelblue1"
"gene-LOC140682026|LOC140682026","lightsteelblue1"
"gene-LOC140681731|LOC140681731","lightsteelblue1"
"gene-LOC140681730|LOC140681730","lightsteelblue1"
"gene-LOC121469191|LOC121469191","lightsteelblue1"
"gene-LOC140681737|LOC140681737","lightsteelblue1"
"gene-LOC140681736|LOC140681736","lightsteelblue1"
"gene-LOC140681738|LOC140681738","lightsteelblue1"
"gene-LOC140681739|LOC140681739","lightsteelblue1"
"gene-LOC140681727|LOC140681727","lightsteelblue1"
"gene-LOC140681726|LOC140681726","yellow"
"gene-LOC140681741|LOC140681741","lightsteelblue1"
"gene-LOC140681740|LOC140681740","lightsteelblue1"
"gene-LOC140681750|LOC140681750","lightsteelblue1"
"gene-LOC140681749|LOC140681749","salmon"
"gene-LOC140681725|LOC140681725","lightsteelblue1"
"gene-LOC140681732|LOC140681732","lightsteelblue1"
"gene-LOC140681733|LOC140681733","yellow"
"gene-LOC140681746|LOC140681746","lightsteelblue1"
"gene-LOC140681745|LOC140681745","blue"
"gene-LOC140681747|LOC140681747","lightsteelblue1"
"gene-LOC115495652|LOC115495652","salmon"
"gene-LOC140681706|LOC140681706","white"
"gene-LOC100220399|LOC100220399","brown"
"gene-LOC140681729|LOC140681729","magenta"
"gene-SEC11C|SEC11C","black"
"gene-LOC121468166|LOC121468166","yellow"
"gene-LOC140681710|LOC140681710","purple"
"gene-LOC140681711|LOC140681711","black"
"gene-MIR122|MIR122","blue"
"gene-LOC116806603|LOC116806603","paleturquoise"
"gene-LOC140681828|LOC140681828","lightyellow"
"gene-LOC140680236|LOC140680236","grey"
"gene-NARS1|NARS1","turquoise"
"gene-LOC140681830|LOC140681830","pink"
"gene-LOC140681831|LOC140681831","grey60"
"gene-LOC140681724|LOC140681724","skyblue3"
"gene-LOC100218989|LOC100218989","brown"
"gene-LOC115491045|LOC115491045","blue"
"gene-LOC121468119|LOC121468119","maroon"
"gene-SMAD4|SMAD4","violet"
"gene-ELAC1|ELAC1","grey"
"gene-SKA1|SKA1","blue"
"gene-LOC115491142|LOC115491142","lightgreen"
"gene-MYO5B|MYO5B","yellowgreen"
"gene-CFAP53|CFAP53","lightcyan"
"gene-ME2|ME2","darkturquoise"
"gene-LOC140680220|LOC140680220","magenta"
"gene-LOC115491296|LOC115491296","blue"
"gene-LIPG|LIPG","blue"
"gene-ACAA2|ACAA2","grey"
"gene-LOC140682040|LOC140682040","lavenderblush3"
"gene-LOC100223824|LOC100223824","midnightblue"
"gene-LOC100229494|LOC100229494","lightcyan1"
"gene-RPL17|RPL17","darkred"
"gene-LOC115491295|LOC115491295","maroon"
"gene-LOC115491289|LOC115491289","grey"
"gene-CZH18orf32|CZH18orf32","brown"
"gene-DYM|DYM","turquoise"
"gene-SMAD7|SMAD7","lightcyan1"
"gene-CTIF|CTIF","turquoise"
"gene-ZBTB7C|ZBTB7C","turquoise"
"gene-SMAD2|SMAD2","yellow"
"gene-IER3IP1|IER3IP1","brown"
"gene-KATNAL2|KATNAL2","grey"
"gene-HDHD2|HDHD2","honeydew1"
"gene-PIAS2|PIAS2","red"
"gene-CHSY3|CHSY3","ivory"
"gene-ISOC1|ISOC1","saddlebrown"
"gene-SLC27A6|SLC27A6","darkseagreen4"
"gene-SLC44A1|SLC44A1","brown"
"gene-ABCA1|ABCA1","blue"
"gene-NIPSNAP3A|NIPSNAP3A","turquoise"
"gene-LOC100220878|LOC100220878","turquoise"
"gene-LPL|LPL","midnightblue"
"gene-LOC115491014|LOC115491014","turquoise"
"gene-NRG1|NRG1","midnightblue"
"gene-FUT10|FUT10","darkmagenta"
"gene-FNTA|FNTA","saddlebrown"
"gene-LOC100229438|LOC100229438","sienna3"
"gene-HOOK3|HOOK3","turquoise"
"gene-RNF170|RNF170","pink"
"gene-LOC100225683|LOC100225683","purple"
"gene-THAP1|THAP1","greenyellow"
"gene-IDUA|IDUA","turquoise"
"gene-SLC26A1|SLC26A1","grey"
"gene-ATP5ME|ATP5ME","greenyellow"
"gene-TMEM175|TMEM175","red"
"gene-GAK|GAK","turquoise"
"gene-PIGG|PIGG","turquoise"
"gene-TMEM271|TMEM271","grey"
"gene-LOC121468106|LOC121468106","tan"
"gene-SLC49A3|SLC49A3","purple"
"gene-PCGF3|PCGF3","grey"
"gene-CPLX1|CPLX1","turquoise"
"gene-GNE|GNE","turquoise"
"gene-CLTA|CLTA","greenyellow"
"gene-TRIM14|TRIM14","grey"
"gene-NANS|NANS","pink"
"gene-RNF38|RNF38","blue"
"gene-SHB|SHB","brown"
"gene-LNPEP|LNPEP","green"
"gene-LOC100221796|LOC100221796","darkorange"
"gene-LOC140681875|LOC140681875","orangered4"
"gene-LOC140681879|LOC140681879","purple"
"gene-LOC140681880|LOC140681880","darkturquoise"
"gene-HINT1|HINT1","magenta"
"gene-LYRM7|LYRM7","black"
"gene-LOC140681839|LOC140681839","steelblue"
"gene-CDC42SE2|CDC42SE2","darkolivegreen"
"gene-SPTLC1|SPTLC1","saddlebrown"
"gene-ROR2|ROR2","midnightblue"
"gene-NFIL3|NFIL3","lightgreen"
"gene-LOC140681754|LOC140681754","salmon"
"gene-AUH|AUH","brown"
"gene-LOC140681753|LOC140681753","orange"
"gene-LOC140681752|LOC140681752","darkorange"
"gene-LOC116806816|LOC116806816","salmon"
"gene-SYK|SYK","blue"
"gene-GADD45G|GADD45G","blue"
"gene-SEMA4D|SEMA4D","darkorange"
"gene-SECISBP2|SECISBP2","brown"
"gene-CKS2|CKS2","skyblue"
"gene-S1PR3|S1PR3","thistle2"
"gene-LOC140681886|LOC140681886","plum2"
"gene-SPIN1|SPIN1","skyblue"
"gene-MFSD14B|MFSD14B","purple"
"gene-LOC140681777|LOC140681777","blue"
"gene-CNTNAP4|CNTNAP4","midnightblue"
"gene-CDC14B|CDC14B","tan"
"gene-PRXL2C|PRXL2C","yellow"
"gene-LOC140681973|LOC140681973","red"
"gene-HABP4|HABP4","red"
"gene-ZNF367|ZNF367","grey"
"gene-SLC35D2|SLC35D2","lightcyan"
"gene-HSD17B3|HSD17B3","black"
"gene-ERCC6L2|ERCC6L2","turquoise"
"gene-PTCH1|PTCH1","blue"
"gene-FANCC|FANCC","darkred"
"gene-GAS1|GAS1","grey"
"gene-AOPEP|AOPEP","salmon"
"gene-DAPK1|DAPK1","salmon"
"gene-LOC140681874|LOC140681874","ivory"
"gene-LOC100222802|LOC100222802","red"
"gene-LOC100219012|LOC100219012","blue"
"gene-CTSL|CTSL","lightgreen"
"gene-TUT7|TUT7","red"
"gene-ISCA1|ISCA1","black"
"gene-SLC30A5|SLC30A5","red"
"gene-LOC140681800|LOC140681800","violet"
"gene-CENPH|CENPH","pink"
"gene-MRPS36|MRPS36","brown"
"gene-CDK7|CDK7","brown"
"gene-LOC140681978|LOC140681978","lightsteelblue1"
"gene-LOC140681905|LOC140681905","grey60"
"gene-LOC101233669|LOC101233669","lightyellow"
"gene-MAMDC2|MAMDC2","thistle1"
"gene-SMC5|SMC5","cyan"
"gene-KLF9|KLF9","brown"
"gene-TRPM3|TRPM3","coral1"
"gene-CEMIP2|CEMIP2","yellow"
"gene-ABHD17B|ABHD17B","brown"
"gene-CZH9orf85|CZH9orf85","darkred"
"gene-GDA|GDA","pink"
"gene-LOC140681684|LOC140681684","violet"
"gene-LOC121469086|LOC121469086","blue"
"gene-LOC121469084|LOC121469084","lightyellow"
"gene-LOC121469082|LOC121469082","violet"
"gene-LOC140681663|LOC140681663","blue"
"gene-LOC140681640|LOC140681640","lightyellow"
"gene-LOC140681622|LOC140681622","violet"
"gene-LOC140681665|LOC140681665","blue"
"gene-LOC140681657|LOC140681657","lightyellow"
"gene-LOC121469079|LOC121469079","violet"
"gene-LOC121469085|LOC121469085","blue"
"gene-LOC140681654|LOC140681654","lightyellow"
"gene-LOC140681623|LOC140681623","violet"
"gene-LOC140681666|LOC140681666","blue"
"gene-LOC140681659|LOC140681659","lightyellow"
"gene-LOC140681624|LOC140681624","violet"
"gene-LOC140681667|LOC140681667","blue"
"gene-LOC140681641|LOC140681641","lightyellow"
"gene-LOC140681625|LOC140681625","violet"
"gene-LOC140681668|LOC140681668","blue"
"gene-LOC140681642|LOC140681642","lightyellow"
"gene-LOC140681626|LOC140681626","violet"
"gene-LOC140681669|LOC140681669","blue"
"gene-LOC140681643|LOC140681643","lightyellow"
"gene-LOC140681627|LOC140681627","violet"
"gene-LOC140681670|LOC140681670","blue"
"gene-LOC140681649|LOC140681649","lightyellow"
"gene-LOC140681628|LOC140681628","violet"
"gene-LOC140681671|LOC140681671","blue"
"gene-LOC140681644|LOC140681644","lightyellow"
"gene-LOC140681629|LOC140681629","violet"
"gene-LOC140681672|LOC140681672","blue"
"gene-LOC140681645|LOC140681645","lightyellow"
"gene-LOC121469081|LOC121469081","violet"
"gene-LOC116807669|LOC116807669","blue"
"gene-LOC140681653|LOC140681653","lightyellow"
"gene-LOC140681630|LOC140681630","violet"
"gene-LOC140681674|LOC140681674","blue"
"gene-LOC140681658|LOC140681658","lightyellow"
"gene-LOC116807673|LOC116807673","violet"
"gene-LOC140681675|LOC140681675","blue"
"gene-LOC140681646|LOC140681646","lightyellow"
"gene-LOC140681631|LOC140681631","violet"
"gene-LOC140681676|LOC140681676","blue"
"gene-LOC140681656|LOC140681656","lightyellow"
"gene-LOC116807674|LOC116807674","violet"
"gene-LOC116807672|LOC116807672","blue"
"gene-LOC140681652|LOC140681652","lightyellow"
"gene-LOC140681632|LOC140681632","violet"
"gene-LOC140681677|LOC140681677","blue"
"gene-LOC140681660|LOC140681660","lightyellow"
"gene-LOC140681633|LOC140681633","violet"
"gene-LOC140681678|LOC140681678","blue"
"gene-LOC140681651|LOC140681651","lightyellow"
"gene-LOC140681634|LOC140681634","violet"
"gene-LOC140681679|LOC140681679","blue"
"gene-LOC140681639|LOC140681639","lightyellow"
"gene-LOC140681635|LOC140681635","violet"
"gene-LOC140681680|LOC140681680","blue"
"gene-LOC140681650|LOC140681650","lightyellow"
"gene-LOC140681637|LOC140681637","violet"
"gene-LOC140681681|LOC140681681","blue"
"gene-LOC140681648|LOC140681648","lightyellow"
"gene-LOC140681638|LOC140681638","violet"
"gene-LOC140681682|LOC140681682","blue"
"gene-LOC140681647|LOC140681647","lightyellow"
"gene-LOC116807675|LOC116807675","violet"
"gene-LOC140681683|LOC140681683","blue"
"gene-LOC116807671|LOC116807671","lightyellow"
"gene-ZFAND5|ZFAND5","sienna3"
"gene-TMC1|TMC1","lightgreen"
"gene-LOC140681767|LOC140681767","midnightblue"
"gene-ALDH1A1|ALDH1A1","blue"
"gene-ANXA1|ANXA1","green"
"gene-LOC140681884|LOC140681884","plum2"
"gene-RORB|RORB","plum2"
"gene-TRPM6|TRPM6","grey"
"gene-CZH9orf40|CZH9orf40","turquoise"
"gene-CARNMT1|CARNMT1","brown"
"gene-NMRK1|NMRK1","grey60"
"gene-OSTF1|OSTF1","turquoise"
"gene-PCSK5|PCSK5","turquoise"
"gene-ARSK|ARSK","turquoise"
"gene-SKIC3|SKIC3","palevioletred3"
"gene-LOC140681771|LOC140681771","lightcyan1"
"gene-SLF1|SLF1","black"
"gene-KIAA0825|KIAA0825","turquoise"
"gene-ARB2A|ARB2A","turquoise"
"gene-NR2F1|NR2F1","lightcyan1"
"gene-LOC140681769|LOC140681769","lightcyan1"
"gene-ARRDC3|ARRDC3","darkolivegreen"
"gene-ADGRV1|ADGRV1","darkgreen"
"gene-LYSMD3|LYSMD3","brown"
"gene-LOC115491272|LOC115491272","yellow"
"gene-MBLAC2|MBLAC2","brown"
"gene-CETN3|CETN3","cyan"
"gene-MEF2C|MEF2C","red"
"gene-LOC115491134|LOC115491134","lightcyan1"
"gene-TMEM161B|TMEM161B","brown"
"gene-LOC115491137|LOC115491137","darkolivegreen"
"gene-GRIN3A|GRIN3A","orange"
"gene-LOC121468094|LOC121468094","brown"
"gene-LOC140681946|LOC140681946","brown"
"gene-PGAP4|PGAP4","grey"
"gene-PLPPR1|PLPPR1","lightgreen"
"gene-LOC116808147|LOC116808147","lightsteelblue1"
"gene-RNF20|RNF20","pink"
"gene-LOC100227328|LOC100227328","greenyellow"
"gene-LOC100224449|LOC100224449","cyan"
"gene-LOC140681795|LOC140681795","steelblue"
"gene-LOC140681936|LOC140681936","blue"
"gene-LOC115491068|LOC115491068","salmon"
"gene-LOC121468190|LOC121468190","darkgreen"
"gene-LOC140681881|LOC140681881","orangered4"
"gene-LOC100219485|LOC100219485","orangered4"
"gene-LOC140681991|LOC140681991","darkgreen"
"gene-LOC140681992|LOC140681992","purple"
"gene-LOC140681774|LOC140681774","grey"
"gene-LOC140680263|LOC140680263","grey"
"gene-LOC140681854|LOC140681854","lightsteelblue1"
"gene-LOC140681993|LOC140681993","blue"
"gene-LOC140681865|LOC140681865","darkgreen"
"gene-FAM174A|FAM174A","blue"
"gene-LOC121468187|LOC121468187","yellow"
"gene-ST8SIA4|ST8SIA4","tan"
"gene-PAM|PAM","turquoise"
"gene-LOC140681770|LOC140681770","turquoise"
"gene-GIN1|GIN1","turquoise"
"gene-PPIP5K2|PPIP5K2","pink"
"gene-MACIR|MACIR","darkred"
"gene-NUDT12|NUDT12","blue"
"gene-LOC115491139|LOC115491139","darkturquoise"
"gene-EFNA5|EFNA5","yellow"
"gene-FBXL17|FBXL17","brown"
"gene-LOC140681758|LOC140681758","black"
"gene-FER|FER","orange"
"gene-PJA2|PJA2","grey"
"gene-LOC121468138|LOC121468138","yellow"
"gene-LOC140681888|LOC140681888","grey"
"gene-MAN2A1|MAN2A1","skyblue3"
"gene-SLC25A46|SLC25A46","yellow"
"gene-WDR36|WDR36","turquoise"
"gene-CAMK4|CAMK4","turquoise"
"gene-STARD4|STARD4","brown"
"gene-NREP|NREP","red"
"gene-LOC121468107|LOC121468107","yellow"
"gene-LOC140681968|LOC140681968","red"
"gene-EPB41L4A|EPB41L4A","red"
"gene-APC|APC","turquoise"
"gene-SRP19|SRP19","black"
"gene-REEP5|REEP5","pink"
"gene-DCP2|DCP2","paleturquoise"
"gene-MCC|MCC","antiquewhite4"
"gene-APBA1|APBA1","pink"
"gene-PTAR1|PTAR1","brown"
"gene-LOC115490988|LOC115490988","red"
"gene-RHOBTB3|RHOBTB3","darkturquoise"
"gene-RFESD|RFESD","blue"
"gene-LOC140681897|LOC140681897","green"
"gene-ZNF608|ZNF608","grey"
"gene-CSNK1G3|CSNK1G3","yellow"
"gene-CEP120|CEP120","black"
"gene-PRDM6|PRDM6","blue"
"gene-PPIC|PPIC","blue"
"gene-SNX24|SNX24","blue"
"gene-SNX2|SNX2","blue"
"gene-SNCAIP|SNCAIP","black"
"gene-SRFBP1|SRFBP1","brown"
"gene-LOX|LOX","blue"
"gene-PRR16|PRR16","plum1"
"gene-HSD17B4|HSD17B4","brown"
"gene-TNFAIP8|TNFAIP8","tan"
"gene-LOC116806810|LOC116806810","antiquewhite4"
"gene-DMXL1|DMXL1","blue"
"gene-DTWD2|DTWD2","red"
"gene-SEMA6A|SEMA6A","darkslateblue"
"gene-COMMD10|COMMD10","orange"
"gene-LOC140681871|LOC140681871","green"
"gene-LOC140681892|LOC140681892","blue"
"gene-ARL14EPL|ARL14EPL","mediumpurple3"
"gene-LVRN|LVRN","darkolivegreen"
"gene-AP3S1|AP3S1","greenyellow"
"gene-ATG12|ATG12","greenyellow"
"gene-CDO1|CDO1","lightpink4"
"gene-LOC115491133|LOC115491133","blue"
"gene-TMED7|TMED7","turquoise"
"gene-LSM5|LSM5","sienna3"
"gene-LOC115491083|LOC115491083","blue"
"gene-CCNH|CCNH","black"
"gene-RASA1|RASA1","red"
"gene-LOC140681838|LOC140681838","steelblue"
"gene-LOC115490992|LOC115490992","darkmagenta"
"gene-RGMB|RGMB","red"
"gene-CHD1|CHD1","black"
"gene-LOC105760834|LOC105760834","black"
"gene-RIOK2|RIOK2","midnightblue"
"gene-LOC100227710|LOC100227710","yellow"
"gene-LOC115491113|LOC115491113","darkgreen"
"gene-LOC115491103|LOC115491103","blue"
"gene-PALM2AKAP2|PALM2AKAP2","pink"
"gene-SLC46A2|SLC46A2","blue"
"gene-SNX30|SNX30","pink"
"gene-INIP|INIP","sienna3"
"gene-LOC115490942|LOC115490942","violet"
"gene-KIAA1958|KIAA1958","red"
"gene-LOC105760829|LOC105760829","pink"
"gene-HSDL2|HSDL2","greenyellow"
"gene-LOC115491011|LOC115491011","yellow"
"gene-PTBP3|PTBP3","palevioletred3"
"gene-SUSD1|SUSD1","grey"
"gene-UGCG|UGCG","brown"
"gene-GNG10|GNG10","blue"
"gene-DNAJC25|DNAJC25","brown"
"gene-PTGR1|PTGR1","blue"
"gene-ECPAS|ECPAS","red"
"gene-SMC2|SMC2","cyan"
"gene-TXN|TXN","magenta"
"gene-SVEP1|SVEP1","grey"
"gene-LPAR1|LPAR1","brown4"
"gene-LOC140681995|LOC140681995","pink"
"gene-TOPORS|TOPORS","turquoise"
