"Gene_ID","Module"
"gene-TRNAU1AP|TRNAU1AP","magenta"
"gene-LOC140680477|LOC140680477","ivory"
"gene-LOC121471063|LOC121471063","turquoise"
"gene-LOC115498308|LOC115498308","turquoise"
"gene-LOC121471064|LOC121471064","turquoise"
"gene-LOC115498305|LOC115498305","turquoise"
"gene-LOC105758783|LOC105758783","turquoise"
"gene-TAF12|TAF12","salmon"
"gene-LOC115498303|LOC115498303","turquoise"
"gene-GMEB1|GMEB1","darkred"
"gene-YTHDF2|YTHDF2","brown"
"gene-LOC116807435|LOC116807435","orange"
"gene-LOC140680514|LOC140680514","violet"
"gene-ST14|ST14","brown"
"gene-NFRKB|NFRKB","turquoise"
"gene-PRDM10|PRDM10","turquoise"
"gene-LOC115498359|LOC115498359","darkorange"
"gene-LOC140680496|LOC140680496","red"
"gene-TMEM45B|TMEM45B","tan"
"gene-ARHGAP32|ARHGAP32","grey"
"gene-APLP2|APLP2","brown"
"gene-FLI1|FLI1","blue"
"gene-ETS1|ETS1","darkturquoise"
"gene-KIRREL3|KIRREL3","brown"
"gene-ST3GAL4|ST3GAL4","brown"
"gene-DCPS|DCPS","blue"
"gene-TIRAP|TIRAP","magenta"
"gene-LOC115498310|LOC115498310","grey"
"gene-FAM118B|FAM118B","blue"
"gene-SRPRA|SRPRA","brown"
"gene-FOXRED1|FOXRED1","yellow"
"gene-EI24|EI24","yellow"
"gene-STT3A|STT3A","grey60"
"gene-CHEK1|CHEK1","blue"
"gene-VSIG10L2|VSIG10L2","royalblue"
"gene-CDON|CDON","magenta"
"gene-LOC140680520|LOC140680520","grey"
"gene-NRGN|NRGN","yellow"
"gene-PUS3|PUS3","pink"
"gene-HYLS1|HYLS1","turquoise"
"gene-DDX25|DDX25","tan"
"gene-RPUSD4|RPUSD4","turquoise"
"gene-PANX3|PANX3","grey"
"gene-SIAE|SIAE","turquoise"
"gene-LOC105758824|LOC105758824","greenyellow"
"gene-MSANTD2|MSANTD2","turquoise"
"gene-ROBO4|ROBO4","grey"
"gene-CCDC15|CCDC15","turquoise"
"gene-SLC37A2|SLC37A2","blue"
"gene-TMEM218|TMEM218","darkturquoise"
"gene-PKNOX2|PKNOX2","tan"
"gene-FEZ1|FEZ1","grey"
"gene-LOC115498340|LOC115498340","grey"
"gene-ZBTB44|ZBTB44","purple"
"gene-ADAMTS8|ADAMTS8","grey"
"gene-SNX19|SNX19","grey"
"gene-LOC100226286|LOC100226286","brown"
"gene-LOC100229124|LOC100229124","greenyellow"
"gene-IGSF9B|IGSF9B","blue"
"gene-JAM3|JAM3","green"
"gene-NCAPD3|NCAPD3","blue"
"gene-VPS26B|VPS26B","brown"
"gene-THYN1|THYN1","brown"
"gene-ACAD8|ACAD8","green"
"gene-B3GAT1|B3GAT1","red"
"gene-GLB1L2|GLB1L2","bisque4"
"gene-CLMP|CLMP","greenyellow"
"gene-LOC121471083|LOC121471083","yellow"
"gene-GRAMD1B|GRAMD1B","greenyellow"
"gene-LOC140680518|LOC140680518","yellow"
"gene-ATP12A|ATP12A","grey"
"gene-SCN3B|SCN3B","turquoise"
"gene-JHY|JHY","grey"
"gene-CRTAM|CRTAM","blue"
"gene-HSPA8|HSPA8","lightgreen"
"gene-LOC115498370|LOC115498370","darkgrey"
"gene-LOC115498371|LOC115498371","darkgrey"
"gene-LOC115498372|LOC115498372","darkgrey"
"gene-UBASH3B|UBASH3B","blue"
"gene-LOC140680500|LOC140680500","turquoise"
"gene-MIR125-2|MIR125-2","turquoise"
"gene-SORL1|SORL1","magenta"
"gene-SC5D|SC5D","magenta"
"gene-TECTA|TECTA","black"
"gene-TBCEL|TBCEL","grey"
"gene-GRIK4|GRIK4","grey"
"gene-ARHGEF12|ARHGEF12","brown"
"gene-LOC100225363|LOC100225363","grey"
"gene-LOC100221565|LOC100221565","midnightblue"
"gene-OAF|OAF","green"
"gene-NECTIN1|NECTIN1","red"
"gene-THY1|THY1","blue"
"gene-USP2|USP2","greenyellow"
"gene-C1QTNF5|C1QTNF5","brown"
"gene-RNF26|RNF26","brown"
"gene-MCAM|MCAM","blue"
"gene-CBL|CBL","blue"
"gene-NHERF4|NHERF4","grey"
"gene-NLRX1|NLRX1","brown"
"gene-HINFP|HINFP","yellow"
"gene-POU2AF1|POU2AF1","blue"
"gene-LAYN|LAYN","grey"
"gene-SIK2|SIK2","grey"
"gene-CRYAB|CRYAB","grey"
"gene-LOC100232104|LOC100232104","darkorange"
"gene-LOC121471073|LOC121471073","blue"
"gene-C24H11orf52|C24H11orf52","greenyellow"
"gene-DIXDC1|DIXDC1","greenyellow"
"gene-NKAPD1|NKAPD1","brown"
"gene-DLAT|DLAT","green"
"gene-IL18|IL18","blue"
"gene-SDHD|SDHD","yellow"
"gene-BCO2|BCO2","midnightblue"
"gene-LOC115498338|LOC115498338","tan"
"gene-PTS|PTS","brown4"
"gene-NCAM1|NCAM1","purple"
"gene-ZW10|ZW10","brown"
"gene-LOC100222416|LOC100222416","blue"
"gene-CD3E|CD3E","blue"
"gene-LOC100228193|LOC100228193","tan"
"gene-MPZL3|MPZL3","grey"
"gene-LOC105758833|LOC105758833","grey"
"gene-SCN2B|SCN2B","blue"
"gene-SMIM35|SMIM35","midnightblue"
"gene-IL10RA|IL10RA","blue"
"gene-TMPRSS13|TMPRSS13","floralwhite"
"gene-FXYD6|FXYD6","blue"
"gene-DSCAML1|DSCAML1","grey"
"gene-CEP164|CEP164","turquoise"
"gene-BACE1|BACE1","grey"
"gene-RNF214|RNF214","green"
"gene-PCSK7|PCSK7","greenyellow"
"gene-TAGLN|TAGLN","yellow"
"gene-SIDT2|SIDT2","yellow"
"gene-PAFAH1B2|PAFAH1B2","brown"
"gene-ZPR1|ZPR1","yellow"
"gene-BUD13|BUD13","turquoise"
"gene-CADM1|CADM1","pink"
"gene-REXO2|REXO2","pink"
"gene-RBM7|RBM7","brown"
"gene-LOC100229133|LOC100229133","red"
"gene-ZBTB16|ZBTB16","red"
"gene-USP28|USP28","green"
"gene-CLDN25|CLDN25","green"
"gene-LOC100222418|LOC100222418","lavenderblush3"
"gene-UBE4A|UBE4A","brown"
"gene-ATP5MG|ATP5MG","yellow"
"gene-KMT2A|KMT2A","turquoise"
"gene-SIK3|SIK3","purple"
"gene-APOA1|APOA1","magenta"
"gene-APOC3|APOC3","magenta"
"gene-APOA4|APOA4","grey"
"gene-PHLDB1|PHLDB1","turquoise"
"gene-TTC36|TTC36","yellow"
"gene-TMEM25|TMEM25","turquoise"
"gene-IFT46|IFT46","turquoise"
"gene-ARCN1|ARCN1","yellow"
"gene-HMBS|HMBS","floralwhite"
"gene-VPS11|VPS11","grey60"
"gene-H2AX|H2AX","red"
"gene-CENATAC|CENATAC","turquoise"
"gene-HYOU1|HYOU1","royalblue"
"gene-SLC37A4|SLC37A4","magenta"
"gene-TRAPPC4|TRAPPC4","grey60"
"gene-RPS25|RPS25","pink"
"gene-LOC115498361|LOC115498361","red"
"gene-BCL9L|BCL9L","green"
"gene-CXCR5|CXCR5","blue"
"gene-DDX6|DDX6","black"
"gene-C2CD2L|C2CD2L","brown"
"gene-DPAGT1|DPAGT1","yellow"
"gene-LOC140680510|LOC140680510","lightcyan"
"gene-LOC140680511|LOC140680511","turquoise"
"gene-LOC140680621|LOC140680621","grey"
"gene-LOC140680620|LOC140680620","orange"
"gene-LOC140680601|LOC140680601","red"
"gene-LOC121468294|LOC121468294","orange"
"gene-LOC140680605|LOC140680605","plum1"
"gene-LOC121468896|LOC121468896","turquoise"
"gene-LOC115492331|LOC115492331","darkorange2"
"gene-LOC140680578|LOC140680578","darkorange2"
"gene-LOC116807514|LOC116807514","grey"
"gene-LOC140680579|LOC140680579","darkorange2"
"gene-LOC140680583|LOC140680583","grey"
"gene-LOC140680609|LOC140680609","plum1"
"gene-LOC140680540|LOC140680540","plum1"
"gene-LOC140680613|LOC140680613","plum1"
"gene-LOC140680612|LOC140680612","plum1"
"gene-LOC140680589|LOC140680589","orange"
"gene-LOC140680541|LOC140680541","darkorange"
"gene-LOC140680580|LOC140680580","turquoise"
"gene-LOC140680272|LOC140680272","lightcyan"
"gene-LOC140680618|LOC140680618","lightcyan"
"gene-LOC140680542|LOC140680542","orange"
"gene-LOC140680644|LOC140680644","orange"
"gene-LOC140680602|LOC140680602","orange"
"gene-LOC140680585|LOC140680585","grey"
"gene-LOC140680586|LOC140680586","orange"
"gene-LOC140680544|LOC140680544","plum1"
"gene-LOC140680545|LOC140680545","cyan"
"gene-LOC116807467|LOC116807467","orange"
"gene-LOC140680631|LOC140680631","plum1"
"gene-LOC140680655|LOC140680655","orange"
"gene-LOC140680567|LOC140680567","orange"
"gene-LOC140680549|LOC140680549","grey"
"gene-LOC140680610|LOC140680610","orange"
"gene-LOC140680623|LOC140680623","turquoise"
"gene-LOC140680568|LOC140680568","cyan"
"gene-LOC121468895|LOC121468895","turquoise"
"gene-LOC140680553|LOC140680553","darkorange2"
"gene-LOC140680624|LOC140680624","orange"
"gene-LOC140680653|LOC140680653","plum1"
"gene-LOC140680590|LOC140680590","plum1"
"gene-LOC140680615|LOC140680615","grey"
"gene-LOC140680558|LOC140680558","grey"
"gene-LOC140680656|LOC140680656","orange"
"gene-LOC140680616|LOC140680616","orange"
"gene-LOC140680560|LOC140680560","paleturquoise"
"gene-LOC140680592|LOC140680592","lightyellow"
"gene-LOC140680607|LOC140680607","orange"
"gene-LOC140680617|LOC140680617","grey"
"gene-LOC140680619|LOC140680619","grey"
"gene-LOC121468058|LOC121468058","turquoise"
"gene-LOC140680535|LOC140680535","black"
"gene-LOC140680648|LOC140680648","orange"
"gene-LOC140680654|LOC140680654","midnightblue"
"gene-LOC121468924|LOC121468924","thistle2"
"gene-LOC121468894|LOC121468894","darkorange2"
"gene-LOC140680642|LOC140680642","red"
"gene-LOC105760177|LOC105760177","red"
"gene-LOC115498493|LOC115498493","blue"
"gene-LOC115490551|LOC115490551","grey"
"gene-LOC140680645|LOC140680645","grey"
"gene-LOC140680650|LOC140680650","grey"
"gene-LOC140680561|LOC140680561","grey"
"gene-LOC140680563|LOC140680563","grey"
"gene-LOC100231660|LOC100231660","plum1"
"gene-CCT3|CCT3","yellow"
"gene-LOC100190115|LOC100190115","pink"
"gene-LOC116806633|LOC116806633","grey"
"gene-LOC140680246|LOC140680246","turquoise"
"gene-ZBTB7B|ZBTB7B","blue"
"gene-LOC105758838|LOC105758838","greenyellow"
"gene-FLAD1|FLAD1","greenyellow"
"gene-CKS1B|CKS1B","turquoise"
"gene-SHC1|SHC1","green"
"gene-PYGO2|PYGO2","grey60"
"gene-PBXIP1|PBXIP1","grey60"
"gene-PMVK|PMVK","steelblue"
"gene-KCNN3|KCNN3","brown"
"gene-ADAR|ADAR","darkorange"
"gene-CHRNB2|CHRNB2","magenta"
"gene-UBE2Q1|UBE2Q1","salmon"
"gene-ATP8B2|ATP8B2","green"
"gene-SHE|SHE","pink"
"gene-IL6R|IL6R","grey"
"gene-AQP10|AQP10","turquoise"
"gene-LOC140680532|LOC140680532","cyan"
"gene-HAX1|HAX1","yellow"
"gene-PMF1|PMF1","blue"
"gene-TPM3|TPM3","brown"
"gene-UBAP2L|UBAP2L","turquoise"
"gene-C25H1orf43|C25H1orf43","yellow"
"gene-CFAP141|CFAP141","yellowgreen"
"gene-LOC140680611|LOC140680611","grey"
"gene-TMEM79|TMEM79","steelblue"
"gene-SMG5|SMG5","brown"
"gene-SLC25A44|SLC25A44","green"
"gene-SEMA4A|SEMA4A","blue"
"gene-LMNA|LMNA","steelblue"
"gene-MEX3A|MEX3A","orangered4"
"gene-LOC100231666|LOC100231666","pink"
"gene-RAB25|RAB25","green"
"gene-LAMTOR2|LAMTOR2","pink"
"gene-UBQLN4|UBQLN4","green"
"gene-TTC24|TTC24","grey"
"gene-GPATCH4|GPATCH4","greenyellow"
"gene-NAXE|NAXE","yellow"
"gene-LOC116809308|LOC116809308","midnightblue"
"gene-IQGAP3|IQGAP3","blue"
"gene-MEF2D|MEF2D","black"
"gene-RHBG|RHBG","greenyellow"
"gene-HAPLN2|HAPLN2","grey"
"gene-NES|NES","salmon"
"gene-LOC105759762|LOC105759762","darkgrey"
"gene-CRABP2|CRABP2","darkred"
"gene-ISG20L2|ISG20L2","yellow"
"gene-METTL25B|METTL25B","turquoise"
"gene-MRPL24|MRPL24","yellow"
"gene-HDGF|HDGF","yellow"
"gene-INSRR|INSRR","blue"
"gene-LOC115498461|LOC115498461","blue"
"gene-PRCC|PRCC","saddlebrown"
"gene-SH2D2A|SH2D2A","blue"
"gene-PEAR1|PEAR1","yellow"
"gene-ADAM15|ADAM15","salmon"
"gene-EFNA4|EFNA4","turquoise"
"gene-EFNA3|EFNA3","mediumpurple3"
"gene-EFNA1|EFNA1","darkolivegreen"
"gene-SLC50A1|SLC50A1","blue"
"gene-DPM3|DPM3","pink"
"gene-MUC1|MUC1","tan"
"gene-KRTCAP2|KRTCAP2","yellow"
"gene-TRIM46|TRIM46","greenyellow"
"gene-LOC115498471|LOC115498471","red"
"gene-MTX1|MTX1","yellow"
"gene-THBS3|THBS3","red"
"gene-ENTREP3|ENTREP3","red"
"gene-CLK2|CLK2","turquoise"
"gene-LOC100227578|LOC100227578","blue"
"gene-SCAMP3|SCAMP3","grey"
"gene-DUSP23|DUSP23","yellow"
"gene-IGSF9|IGSF9","cyan"
"gene-TAGLN2|TAGLN2","blue"
"gene-PEX19|PEX19","yellow"
"gene-HCN3|HCN3","steelblue"
"gene-HORMAD1|HORMAD1","turquoise"
"gene-LOC115498470|LOC115498470","purple"
"gene-LOC115498460|LOC115498460","brown"
"gene-LOC116807689|LOC116807689","darkred"
"gene-LOC100230049|LOC100230049","darkturquoise"
"gene-FDPS|FDPS","green"
"gene-RUSC1|RUSC1","purple"
"gene-ASH1L|ASH1L","navajowhite2"
"gene-DAP3|DAP3","yellow"
"gene-MSTO1|MSTO1","turquoise"
"gene-GON4L|GON4L","grey"
"gene-SYT11|SYT11","yellow"
"gene-RIT1|RIT1","white"
"gene-KHDC4|KHDC4","turquoise"
"gene-GOLPH3L|GOLPH3L","blue"
"gene-GLMP|GLMP","brown"
"gene-TRNAR-UCU-3|TRNAR-UCU","turquoise"
"gene-ACKR1|ACKR1","darkturquoise"
"gene-LOC105760330|LOC105760330","bisque4"
"gene-DCAF8|DCAF8","grey"
"gene-PEA15|PEA15","blue"
"gene-F11R|F11R","brown"
"gene-ARHGAP30|ARHGAP30","blue"
"gene-USF1|USF1","green"
"gene-MPZ|MPZ","pink"
"gene-LOC115498404|LOC115498404","yellowgreen"
"gene-NIT1|NIT1","grey60"
"gene-LOC115498406|LOC115498406","darkturquoise"
"gene-CFAP126|CFAP126","turquoise"
"gene-SDHC|SDHC","yellow"
"gene-NECTIN4|NECTIN4","tan"
"gene-PFDN2|PFDN2","yellow"
"gene-DEDD|DEDD","brown"
"gene-S100A10|S100A10","salmon"
"gene-TDRKH|TDRKH","blue"
"gene-MRPL9|MRPL9","yellow"
"gene-LOC115498413|LOC115498413","grey"
"gene-SNX27|SNX27","brown"
"gene-TOMM40L|TOMM40L","yellow"
"gene-UFC1|UFC1","yellow"
"gene-USP21|USP21","pink"
"gene-PPOX|PPOX","yellowgreen"
"gene-B4GALT3|B4GALT3","pink"
"gene-NDUFS2|NDUFS2","yellow"
"gene-ITGA10|ITGA10","turquoise"
"gene-FCER1G|FCER1G","blue"
"gene-POLR3C|POLR3C","grey"
"gene-RNF115|RNF115","darkgreen"
"gene-PEX11B|PEX11B","green"
"gene-LIX1L|LIX1L","magenta"
"gene-RBM8A|RBM8A","green"
"gene-ANKRD34A|ANKRD34A","red"
"gene-POLR3GL|POLR3GL","blue"
"gene-TXNIP|TXNIP","grey"
"gene-HJV|HJV","green"
"gene-BOLA1|BOLA1","yellow"
"gene-SF3B4|SF3B4","salmon"
"gene-MTMR11|MTMR11","steelblue"
"gene-OTUD7B|OTUD7B","brown"
"gene-VPS45|VPS45","yellow"
"gene-PLEKHO1|PLEKHO1","blue"
"gene-LOC116809303|LOC116809303","turquoise"
"gene-LOC115498426|LOC115498426","blue"
"gene-ANP32E|ANP32E","brown"
"gene-APH1A|APH1A","turquoise"
"gene-CA14|CA14","grey"
"gene-CIART|CIART","skyblue"
"gene-MRPS21|MRPS21","yellow"
"gene-PRPF3|PRPF3","darkgreen"
"gene-RPRD2|RPRD2","palevioletred3"
"gene-ECM1|ECM1","blue"
"gene-TARS2|TARS2","turquoise"
"gene-CTSK|CTSK","blue"
"gene-ARNT|ARNT","pink"
"gene-CTXND2|CTXND2","orangered4"
"gene-SETDB1|SETDB1","blue"
"gene-CERS2|CERS2","brown"
"gene-MINDY1|MINDY1","grey"
"gene-MLLT11|MLLT11","blue"
"gene-LOC140680575|LOC140680575","lightyellow"
"gene-PRUNE1|PRUNE1","turquoise"
"gene-CDC42SE1|CDC42SE1","brown"
"gene-SEMA6C|SEMA6C","turquoise"
"gene-NUDT17|NUDT17","white"
"gene-ANKRD35|ANKRD35","paleturquoise"
"gene-LOC100223082|LOC100223082","blue"
"gene-ARHGEF2|ARHGEF2","blue"
"gene-RPS27|RPS27","pink"
"gene-RAB13|RAB13","pink"
"gene-JTB|JTB","pink"
"gene-CREB3L4|CREB3L4","turquoise"
"gene-SLC39A1|SLC39A1","pink"
"gene-CRTC2|CRTC2","turquoise"
"gene-DENND4B|DENND4B","turquoise"
"gene-LOC140680576|LOC140680576","turquoise"
"gene-GATAD2B|GATAD2B","darkturquoise"
"gene-SLC27A3|SLC27A3","orangered4"
"gene-INTS3|INTS3","turquoise"
"gene-NPR1|NPR1","turquoise"
"gene-LOC115498449|LOC115498449","cyan"
"gene-ILF2|ILF2","turquoise"
"gene-SNAPIN|SNAPIN","brown4"
"gene-S100A13|S100A13","yellow"
"gene-LOC115498511|LOC115498511","red"
"gene-CHTOP|CHTOP","turquoise"
"gene-S100A16|S100A16","yellow"
"gene-LOC115498500|LOC115498500","blue"
"gene-LOC115498509|LOC115498509","blue"
"gene-LOC140680598|LOC140680598","black"
"gene-TCHH|TCHH","blue"
"gene-S100A11|S100A11","blue"
"gene-VANGL2|VANGL2","blue"
"gene-LOC115498454|LOC115498454","blue"
"gene-NCSTN|NCSTN","brown"
"gene-COPA|COPA","brown"
"gene-LOC115498496|LOC115498496","blue"
"gene-LOC140680565|LOC140680565","blue"
"gene-SLAMF1|SLAMF1","blue"
"gene-CD48|CD48","blue"
"gene-LOC115498489|LOC115498489","blue"
"gene-KIRREL1|KIRREL1","blue"
"gene-LOC115498399|LOC115498399","brown"
"gene-ETV3|ETV3","turquoise"
"gene-LOC105758865|LOC105758865","magenta"
"gene-SCNM1|SCNM1","turquoise"
"gene-LYSMD1|LYSMD1","turquoise"
"gene-TMOD4|TMOD4","turquoise"
"gene-VPS72|VPS72","grey"
"gene-LOC100229769|LOC100229769","turquoise"
"gene-RFX5|RFX5","skyblue3"
"gene-ZNF687|ZNF687","turquoise"
"gene-PI4KB|PI4KB","green"
"gene-LOC140680536|LOC140680536","red"
"gene-LOC100221156|LOC100221156","saddlebrown"
"gene-POGZ|POGZ","turquoise"
"gene-PSMB4|PSMB4","yellow"
"gene-CGN|CGN","turquoise"
"gene-TUFT1|TUFT1","purple"
"gene-MAGI3|MAGI3","turquoise"
"gene-LRIG2|LRIG2","turquoise"
"gene-SLC16A1|SLC16A1","mediumpurple3"
"gene-TAFA3|TAFA3","grey"
"gene-PPM1J|PPM1J","black"
"gene-RHOC|RHOC","salmon"
"gene-MOV10|MOV10","blue"
"gene-WNT2B|WNT2B","plum1"
"gene-CAPZA1|CAPZA1","blue"
"gene-ST7L|ST7L","black"
"gene-CTTNBP2NL|CTTNBP2NL","blue"
"gene-DDX20|DDX20","greenyellow"
"gene-INKA2|INKA2","steelblue"
"gene-RAP1A|RAP1A","brown"
"gene-C26H1orf162|C26H1orf162","blue"
"gene-ATP5PB|ATP5PB","yellow"
"gene-WDR77|WDR77","pink"
"gene-C26H6orf132|C26H6orf132","magenta"
"gene-IRF6|IRF6","steelblue"
"gene-C26H1orf74|C26H1orf74","cyan"
"gene-TRAF3IP3|TRAF3IP3","turquoise"
"gene-LOC100225021|LOC100225021","green"
"gene-LOC100222111|LOC100222111","blue"
"gene-LAMB3|LAMB3","greenyellow"
"gene-G0S2|G0S2","greenyellow"
"gene-PLXNA2|PLXNA2","saddlebrown"
"gene-LOC115498542|LOC115498542","grey"
"gene-CD34|CD34","yellow"
"gene-LOC115498543|LOC115498543","red"
"gene-LOC100232607|LOC100232607","brown"
"gene-PTPN22|PTPN22","blue"
"gene-HIPK1|HIPK1","brown"
"gene-DCLRE1B|DCLRE1B","black"
"gene-AP4B1|AP4B1","grey"
"gene-RSBN1|RSBN1","brown"
"gene-PHTF1|PHTF1","turquoise"
"gene-TBC1D22B|TBC1D22B","midnightblue"
"gene-BRPF3|BRPF3","greenyellow"
"gene-LOC140680661|LOC140680661","grey60"
"gene-MAPK13|MAPK13","turquoise"
"gene-MAPK14|MAPK14","brown"
"gene-LHFPL5|LHFPL5","turquoise"
"gene-SRPK1|SRPK1","brown"
"gene-FKBP5|FKBP5","grey60"
"gene-TEAD3|TEAD3","grey"
"gene-MICAL1|MICAL1","blue"
"gene-LOC116809331|LOC116809331","thistle2"
"gene-SMPD2|SMPD2","turquoise"
"gene-LOC115498566|LOC115498566","darkgreen"
"gene-LOC115498585|LOC115498585","grey"
"gene-FANCE|FANCE","turquoise"
"gene-PPARD|PPARD","salmon"
"gene-DEF6|DEF6","blue"
"gene-ZNF76|ZNF76","turquoise"
"gene-RPL10A|RPL10A","pink"
"gene-ANKS1A|ANKS1A","grey"
"gene-BLTP3A|BLTP3A","blue"
"gene-TAF11|TAF11","yellow"
"gene-SNRPC|SNRPC","pink"
"gene-SPDEF|SPDEF","blue"
"gene-ILRUN|ILRUN","purple"
"gene-PACSIN1|PACSIN1","floralwhite"
"gene-RPS10|RPS10","pink"
"gene-NUDT3|NUDT3","black"
"gene-SMIM29|SMIM29","turquoise"
"gene-HMGA1|HMGA1","blue"
"gene-GRM4|GRM4","black"
"gene-LEMD2|LEMD2","yellowgreen"
"gene-UQCC2|UQCC2","pink"
"gene-ITPR3|ITPR3","grey"
"gene-BAK1|BAK1","blue"
"gene-USP49|USP49","paleturquoise"
"gene-NFYA|NFYA","turquoise"
"gene-FOXP4|FOXP4","red"
"gene-APOBEC2|APOBEC2","midnightblue"
"gene-OARD1|OARD1","magenta"
"gene-NCR2|NCR2","blue"
"gene-TREM1|TREM1","blue"
"gene-LOC140680663|LOC140680663","darkred"
"gene-MDFI|MDFI","grey"
"gene-TFEB|TFEB","blue"
"gene-PGC|PGC","blue"
"gene-FRS3|FRS3","darkmagenta"
"gene-PRICKLE4|PRICKLE4","grey"
"gene-LOC115498535|LOC115498535","bisque4"
"gene-TOMM6|TOMM6","bisque4"
"gene-MED20|MED20","brown"
"gene-BYSL|BYSL","green"
"gene-CCND3|CCND3","blue"
"gene-TAF8|TAF8","black"
"gene-LOC115498586|LOC115498586","blue"
"gene-LOC100219821|LOC100219821","black"
"gene-BTG2|BTG2","blue"
"gene-FMOD|FMOD","turquoise"
"gene-PRELP|PRELP","lightcyan1"
"gene-ATP2B4|ATP2B4","blue"
"gene-ZC3H11A|ZC3H11A","turquoise"
"gene-SNRPE|SNRPE","blue"
"gene-SOX13|SOX13","blue"
"gene-ETNK2|ETNK2","purple"
"gene-REN|REN","tan"
"gene-GOLT1A|GOLT1A","magenta"
"gene-DSTYK|DSTYK","white"
"gene-TMCC2|TMCC2","grey"
"gene-PLEKHA6|PLEKHA6","turquoise"
"gene-PIK3C2B|PIK3C2B","grey"
"gene-MDM4|MDM4","turquoise"
"gene-LRRN2|LRRN2","grey"
"gene-LOC140680664|LOC140680664","grey"
"gene-NFASC|NFASC","black"
"gene-RBBP5|RBBP5","grey"
"gene-PPP1R15B|PPP1R15B","magenta"
"gene-LOC140680692|LOC140680692","turquoise"
"gene-TMEM81|TMEM81","turquoise"
"gene-KLHDC8A|KLHDC8A","grey"
"gene-NUAK2|NUAK2","purple"
"gene-CDK18|CDK18","darkmagenta"
"gene-MFSD4A|MFSD4A","tan"
"gene-ELK4|ELK4","black"
"gene-LOC115498601|LOC115498601","cyan"
"gene-SLC45A3|SLC45A3","blue"
"gene-LOC115498551|LOC115498551","turquoise"
"gene-LOC115498553|LOC115498553","plum1"
"gene-PSRC1|PSRC1","turquoise"
"gene-CELSR2|CELSR2","turquoise"
"gene-PPIL1|PPIL1","yellow"
"gene-ELAPOR1|ELAPOR1","grey"
"gene-SARS1|SARS1","yellow"
"gene-LOC115490606|LOC115490606","turquoise"
"gene-TMEM167B|TMEM167B","grey60"
"gene-SHISA4|SHISA4","yellow"
"gene-LOC115498559|LOC115498559","yellow"
"gene-LMOD1|LMOD1","grey60"
"gene-TIMM17A|TIMM17A","yellow"
"gene-ADIPOR1|ADIPOR1","brown4"
"gene-UBE2T|UBE2T","blue"
"gene-LOC100231703|LOC100231703","turquoise"
"gene-DRAM2|DRAM2","yellow"
"gene-LRIF1|LRIF1","cyan"
"gene-CEPT1|CEPT1","lightyellow"
"gene-DENND2D|DENND2D","blue"
"gene-PPFIA4|PPFIA4","blue"
"gene-IGFN1|IGFN1","grey"
"gene-LOC121471145|LOC121471145","darkgrey"
"gene-TMEM183A|TMEM183A","yellow"
"gene-TMEM9|TMEM9","midnightblue"
"gene-PKP1|PKP1","orangered4"
"gene-TNNT2|TNNT2","blue"
"gene-LAD1|LAD1","steelblue"
"gene-PHLDA3|PHLDA3","blue"
"gene-CSRP1|CSRP1","steelblue"
"gene-RABIF|RABIF","brown"
"gene-PPP1R12B|PPP1R12B","black"
"gene-NAV1|NAV1","blue"
"gene-SYT2|SYT2","darkturquoise"
"gene-RNPEP|RNPEP","blue"
"gene-LZTR1|LZTR1","grey"
"gene-IPO9|IPO9","brown"
"gene-KDM5B|KDM5B","grey"
"gene-LOC100223131|LOC100223131","green"
"gene-KLHL12|KLHL12","blue"
"gene-LOC100222119|LOC100222119","blue"
"gene-PTPN7|PTPN7","blue"
"gene-ARL8A|ARL8A","black"
"gene-GPR37L1|GPR37L1","grey"
"gene-ELF3|ELF3","blue"
"gene-KIF21B|KIF21B","blue"
"gene-LYZ|LYZ","blue"
"gene-PSMA5|PSMA5","pink"
"gene-SYPL2|SYPL2","turquoise"
"gene-ATXN7L2|ATXN7L2","turquoise"
"gene-AMIGO1|AMIGO1","grey"
"gene-GNAI3|GNAI3","brown"
"gene-GNAT2|GNAT2","magenta"
"gene-AMPD2|AMPD2","yellow"
"gene-LOC115490593|LOC115490593","yellow"
"gene-EPS8L3|EPS8L3","blue"
"gene-LOC115490595|LOC115490595","yellow"
"gene-CSF1|CSF1","blue"
"gene-AHCYL1|AHCYL1","green"
"gene-STRIP1|STRIP1","steelblue"
"gene-RBM15|RBM15","violet"
"gene-SLC16A4|SLC16A4","brown"
"gene-LAMTOR5|LAMTOR5","yellow"
"gene-KCNA2|KCNA2","turquoise"
"gene-KCNA3|KCNA3","blue"
"gene-PNPLA1|PNPLA1","orangered4"
"gene-BNIP5|BNIP5","blue"
"gene-ETV7|ETV7","blue"
"gene-KCTD20|KCTD20","black"
"gene-STK38|STK38","brown"
"gene-SRSF3|SRSF3","turquoise"
"gene-CDKN1A|CDKN1A","blue"
"gene-RAB44|RAB44","blue"
"gene-PI16|PI16","lightsteelblue1"
"gene-C26H6orf89|C26H6orf89","lightcyan"
"gene-LOC140680683|LOC140680683","turquoise"
"gene-LOC115490603|LOC115490603","midnightblue"
"gene-MTCH1|MTCH1","green"
"gene-FGD2|FGD2","blue"
"gene-PIM1|PIM1","blue"
"gene-LOC115498575|LOC115498575","black"
"gene-NGF|NGF","grey"
"gene-TSPAN2|TSPAN2","blue"
